time,pm2_5,nitrogen_dioxide,carbon_monoxide,temperature_2m,relative_humidity_2m,wind_speed_10m,precipitation,surface_pressure,boundary_layer_height
2025-08-01T00:00:00,15.3,18.6,200.0,20.9,72,4.8,0.0,997.2,155.0
2025-08-01T01:00:00,16.1,16.7,193.0,20.6,72,5.6,0.0,996.6,125.0
2025-08-01T02:00:00,18.5,16.6,192.0,20.0,79,4.1,0.0,996.3,85.0
2025-08-01T03:00:00,19.4,18.1,203.0,19.5,83,7.7,0.0,996.6,170.0
2025-08-01T04:00:00,19.6,19.5,219.0,18.7,88,5.5,0.0,996.4,145.0
2025-08-01T05:00:00,18.9,17.9,219.0,18.7,87,5.6,0.0,996.5,220.0
2025-08-01T06:00:00,14.1,22.3,225.0,19.4,81,7.0,0.0,997.1,350.0
2025-08-01T07:00:00,10.9,23.1,220.0,20.6,73,8.4,0.0,997.3,560.0
2025-08-01T08:00:00,12.7,17.5,208.0,21.3,69,8.1,0.0,997.5,615.0
2025-08-01T09:00:00,12.9,10.9,196.0,22.1,67,8.0,0.0,997.3,700.0
2025-08-01T10:00:00,12.3,7.9,192.0,23.1,64,5.9,0.0,997.0,715.0
2025-08-01T11:00:00,10.6,6.3,192.0,24.2,61,3.1,0.0,996.5,825.0
2025-08-01T12:00:00,10.4,5.4,188.0,24.9,58,4.8,0.0,995.8,895.0
2025-08-01T13:00:00,10.9,4.9,185.0,25.0,63,3.2,0.0,995.0,755.0
2025-08-01T14:00:00,9.6,5.1,184.0,25.5,61,4.9,0.1,994.5,810.0
2025-08-01T15:00:00,10.9,6.8,184.0,25.4,60,5.6,0.0,994.2,660.0
2025-08-01T16:00:00,11.4,9.0,189.0,24.9,63,4.9,0.0,993.7,395.0
2025-08-01T17:00:00,10.0,13.0,198.0,24.4,65,0.9,0.0,993.5,445.0
2025-08-01T18:00:00,12.1,16.8,214.0,23.6,69,3.6,0.7,993.6,100.0
2025-08-01T19:00:00,12.7,23.0,221.0,22.7,81,1.7,0.0,993.6,25.0
2025-08-01T20:00:00,12.9,27.8,228.0,21.5,80,0.8,1.1,994.0,15.0
2025-08-01T21:00:00,13.0,22.5,221.0,18.9,92,3.4,7.5,995.1,85.0
2025-08-01T22:00:00,12.0,17.4,212.0,19.0,87,14.8,0.3,994.9,290.0
2025-08-01T23:00:00,9.8,14.8,208.0,18.3,86,6.2,0.0,994.4,180.0
2025-08-02T00:00:00,8.1,12.3,202.0,18.2,90,3.7,0.1,994.3,160.0
2025-08-02T01:00:00,8.4,9.3,201.0,18.3,94,7.7,3.8,993.9,255.0
2025-08-02T02:00:00,6.2,6.8,188.0,18.4,94,9.2,0.7,993.2,465.0
2025-08-02T03:00:00,7.4,4.8,186.0,18.0,94,4.0,0.1,993.1,365.0
2025-08-02T04:00:00,6.3,6.1,183.0,17.8,95,9.6,1.8,992.6,305.0
2025-08-02T05:00:00,5.4,6.9,182.0,17.6,95,6.2,0.1,992.7,275.0
2025-08-02T06:00:00,6.0,10.0,191.0,17.8,95,6.7,0.3,992.8,305.0
2025-08-02T07:00:00,6.2,11.5,191.0,18.4,91,8.1,0.3,992.8,415.0
2025-08-02T08:00:00,5.4,11.3,191.0,18.3,89,8.4,1.9,992.7,375.0
2025-08-02T09:00:00,4.2,10.0,186.0,18.9,85,11.5,0.8,993.0,390.0
2025-08-02T10:00:00,3.8,7.6,182.0,19.9,81,6.6,0.4,992.8,470.0
2025-08-02T11:00:00,3.4,6.1,181.0,21.9,71,4.9,0.2,992.4,615.0
2025-08-02T12:00:00,3.8,3.9,179.0,22.7,68,3.7,0.1,992.4,785.0
2025-08-02T13:00:00,3.4,2.9,179.0,22.8,70,7.0,0.0,992.3,730.0
2025-08-02T14:00:00,3.5,3.1,182.0,23.5,66,4.4,0.0,992.1,655.0
2025-08-02T15:00:00,3.9,3.4,185.0,23.5,66,0.3,0.0,992.3,685.0
2025-08-02T16:00:00,4.4,5.3,185.0,23.9,64,2.0,0.0,992.2,785.0
2025-08-02T17:00:00,5.0,8.4,189.0,23.8,64,2.8,0.0,992.3,875.0
2025-08-02T18:00:00,4.9,10.1,182.0,22.7,74,3.4,0.0,992.5,215.0
2025-08-02T19:00:00,5.5,14.4,193.0,21.1,83,2.7,0.0,993.1,60.0
2025-08-02T20:00:00,7.9,18.0,211.0,20.3,86,4.0,0.0,993.8,80.0
2025-08-02T21:00:00,10.0,22.1,225.0,19.6,88,4.1,0.0,994.0,90.0
2025-08-02T22:00:00,12.3,26.7,233.0,19.0,89,2.3,0.0,994.2,55.0
2025-08-02T23:00:00,14.5,28.2,241.0,18.6,90,2.7,0.0,994.5,60.0
2025-08-03T00:00:00,16.8,28.8,235.0,18.3,90,1.5,0.0,994.8,35.0
2025-08-03T01:00:00,20.8,25.6,212.0,16.9,93,7.2,0.0,995.6,210.0
2025-08-03T02:00:00,23.3,25.2,214.0,16.8,91,3.2,0.0,995.6,205.0
2025-08-03T03:00:00,24.8,24.3,216.0,16.5,90,7.7,0.0,995.3,150.0
2025-08-03T04:00:00,14.2,19.1,207.0,16.1,91,3.9,0.0,995.4,110.0
2025-08-03T05:00:00,10.4,11.0,192.0,16.0,94,8.1,0.0,996.2,135.0
2025-08-03T06:00:00,9.0,9.9,186.0,17.0,93,6.5,0.0,996.6,150.0
2025-08-03T07:00:00,7.1,8.2,187.0,18.6,85,4.9,0.0,997.0,245.0
2025-08-03T08:00:00,6.3,6.9,183.0,20.5,71,5.1,0.0,997.2,335.0
2025-08-03T09:00:00,7.0,6.1,179.0,22.1,64,1.9,0.0,997.4,470.0
2025-08-03T10:00:00,6.3,5.1,181.0,23.3,62,3.4,0.0,997.7,655.0
2025-08-03T11:00:00,6.3,4.0,181.0,23.9,63,6.6,0.0,997.9,825.0
2025-08-03T12:00:00,5.0,3.1,179.0,24.5,60,8.4,0.0,997.9,1075.0
2025-08-03T13:00:00,4.8,2.2,175.0,24.9,52,5.9,0.0,997.8,740.0
2025-08-03T14:00:00,4.3,2.4,168.0,25.4,48,5.3,0.0,997.6,850.0
2025-08-03T15:00:00,3.8,3.3,170.0,25.6,47,5.9,0.0,997.6,870.0
2025-08-03T16:00:00,4.5,5.0,174.0,25.5,47,6.4,0.0,997.7,835.0
2025-08-03T17:00:00,4.7,7.5,177.0,24.9,51,5.4,0.0,998.2,400.0
2025-08-03T18:00:00,5.0,10.9,183.0,23.5,62,4.8,0.0,998.6,180.0
2025-08-03T19:00:00,5.1,12.5,185.0,21.9,69,6.5,0.0,999.2,165.0
2025-08-03T20:00:00,5.1,15.5,187.0,21.0,73,6.1,0.0,1000.0,145.0
2025-08-03T21:00:00,4.8,15.1,191.0,20.2,77,5.5,0.0,1000.4,90.0
2025-08-03T22:00:00,5.2,15.6,196.0,19.6,79,5.6,0.0,1000.6,80.0
2025-08-03T23:00:00,7.3,15.4,205.0,19.2,82,4.7,0.0,1001.2,70.0
2025-08-04T00:00:00,9.7,14.7,204.0,18.7,85,3.9,0.0,1001.3,55.0
2025-08-04T01:00:00,10.9,14.3,200.0,19.0,85,3.2,0.0,1000.6,35.0
2025-08-04T02:00:00,12.0,14.5,202.0,18.6,87,3.5,0.0,1000.7,45.0
2025-08-04T03:00:00,13.5,13.6,205.0,18.6,85,4.9,0.0,1000.8,50.0
2025-08-04T04:00:00,15.3,14.3,208.0,18.2,84,6.2,0.0,1001.6,55.0
2025-08-04T05:00:00,12.8,22.5,216.0,18.3,82,7.3,0.0,1001.9,80.0
2025-08-04T06:00:00,14.6,27.1,245.0,19.4,80,6.3,0.0,1002.0,110.0
2025-08-04T07:00:00,15.0,31.8,252.0,20.4,78,3.3,0.0,1002.0,140.0
2025-08-04T08:00:00,14.4,26.0,236.0,22.1,72,3.1,0.0,1002.6,230.0
2025-08-04T09:00:00,13.7,23.3,226.0,23.5,65,3.3,0.0,1002.6,400.0
2025-08-04T10:00:00,13.2,19.9,212.0,25.0,57,3.0,0.0,1002.4,715.0
2025-08-04T11:00:00,11.0,10.3,190.0,25.9,50,2.7,0.0,1002.2,1080.0
2025-08-04T12:00:00,10.8,6.4,188.0,26.4,48,2.4,0.0,1001.7,1210.0
2025-08-04T13:00:00,9.7,6.1,185.0,27.8,47,3.1,0.0,1001.0,1375.0
2025-08-04T14:00:00,9.0,6.3,188.0,28.4,45,2.9,0.0,1000.3,1395.0
2025-08-04T15:00:00,8.5,7.9,195.0,28.5,45,3.1,0.0,1000.1,1355.0
2025-08-04T16:00:00,9.3,11.9,203.0,28.1,46,3.1,0.0,999.8,1125.0
2025-08-04T17:00:00,8.5,16.8,210.0,27.3,51,4.1,0.0,1000.1,245.0
2025-08-04T18:00:00,9.9,23.9,219.0,26.1,65,1.6,0.0,1000.2,20.0
2025-08-04T19:00:00,11.3,27.1,223.0,24.0,74,3.5,0.0,1000.7,70.0
2025-08-04T20:00:00,12.5,27.8,226.0,23.0,74,5.3,0.0,1001.1,115.0
2025-08-04T21:00:00,13.6,23.1,225.0,21.7,79,5.0,0.0,1001.4,110.0
2025-08-04T22:00:00,13.9,18.9,219.0,21.0,81,4.7,0.0,1001.8,75.0
2025-08-04T23:00:00,13.7,19.1,220.0,20.6,82,4.7,0.0,1001.8,75.0
2025-08-05T00:00:00,10.4,18.1,203.0,20.4,82,5.2,0.0,1001.6,80.0
2025-08-05T01:00:00,11.8,17.8,202.0,20.5,86,5.0,0.0,1001.4,50.0
2025-08-05T02:00:00,14.6,13.1,205.0,20.4,84,5.9,0.0,1001.4,75.0
2025-08-05T03:00:00,18.2,13.6,211.0,19.8,85,6.4,0.0,1001.4,100.0
2025-08-05T04:00:00,17.4,15.0,208.0,19.2,85,7.0,0.0,1001.7,150.0
2025-08-05T05:00:00,16.6,18.4,208.0,19.1,85,7.3,0.0,1002.0,155.0
2025-08-05T06:00:00,13.3,21.5,209.0,20.3,82,6.6,0.0,1002.3,215.0
2025-08-05T07:00:00,13.2,17.1,207.0,21.7,76,7.7,0.0,1002.6,330.0
2025-08-05T08:00:00,12.7,11.3,200.0,23.1,68,8.5,0.0,1002.7,430.0
2025-08-05T09:00:00,11.7,7.6,191.0,24.4,63,7.9,0.0,1002.6,525.0
2025-08-05T10:00:00,10.6,4.9,185.0,25.6,59,7.6,0.0,1002.4,685.0
2025-08-05T11:00:00,11.5,4.0,178.0,26.6,55,7.7,0.0,1001.9,870.0
2025-08-05T12:00:00,11.1,3.7,172.0,27.2,52,7.4,0.0,1001.3,935.0
2025-08-05T13:00:00,9.3,3.8,171.0,28.2,49,4.9,0.0,1000.8,930.0
2025-08-05T14:00:00,8.9,4.3,172.0,28.4,48,6.0,0.0,1000.1,750.0
2025-08-05T15:00:00,9.0,5.5,176.0,28.7,47,4.6,0.0,999.7,680.0
2025-08-05T16:00:00,9.0,8.7,180.0,28.8,47,4.2,0.0,999.3,590.0
2025-08-05T17:00:00,8.9,10.7,184.0,28.4,52,4.4,0.0,999.2,305.0
2025-08-05T18:00:00,10.0,17.5,192.0,27.0,63,5.8,0.0,999.3,185.0
2025-08-05T19:00:00,10.5,24.3,201.0,25.1,70,5.2,0.0,999.5,115.0
2025-08-05T20:00:00,11.8,21.5,204.0,24.0,72,5.1,0.0,999.9,95.0
2025-08-05T21:00:00,12.3,23.3,209.0,23.2,74,5.4,0.0,1000.0,85.0
2025-08-05T22:00:00,13.5,21.3,209.0,22.8,74,6.1,0.0,1000.4,90.0
2025-08-05T23:00:00,12.6,19.5,205.0,22.5,76,6.7,0.0,1000.8,105.0
2025-08-06T00:00:00,13.0,15.7,201.0,22.1,79,7.4,0.0,1000.8,130.0
2025-08-06T01:00:00,14.1,13.8,196.0,22.1,78,6.7,0.0,1000.3,115.0
2025-08-06T02:00:00,15.7,13.5,197.0,21.6,79,7.5,0.0,1000.1,140.0
2025-08-06T03:00:00,17.1,13.6,196.0,21.1,81,6.3,0.0,1000.0,125.0
2025-08-06T04:00:00,16.3,13.7,195.0,20.6,84,5.1,0.0,1000.4,95.0
2025-08-06T05:00:00,18.9,19.1,204.0,20.9,84,6.0,0.0,1001.0,95.0
2025-08-06T06:00:00,20.0,25.6,223.0,22.1,80,6.0,0.0,1001.5,170.0
2025-08-06T07:00:00,15.4,20.7,202.0,23.5,72,5.2,0.0,1001.8,290.0
2025-08-06T08:00:00,11.4,20.2,206.0,24.9,60,5.6,0.0,1002.4,410.0
2025-08-06T09:00:00,10.6,14.8,186.0,25.9,54,7.7,0.0,1002.6,560.0
2025-08-06T10:00:00,10.1,9.3,175.0,27.2,49,9.2,0.0,1002.9,885.0
2025-08-06T11:00:00,8.9,6.8,168.0,28.0,47,10.5,0.0,1002.7,1200.0
2025-08-06T12:00:00,9.6,5.6,167.0,28.7,48,11.2,0.0,1002.1,1335.0
2025-08-06T13:00:00,8.7,5.2,168.0,28.2,51,10.1,0.0,1002.4,1290.0
2025-08-06T14:00:00,8.5,5.8,174.0,28.6,53,10.6,0.0,1001.8,1420.0
2025-08-06T15:00:00,9.2,7.1,183.0,27.7,53,12.2,0.1,1001.9,1010.0
2025-08-06T16:00:00,8.5,9.9,191.0,27.1,56,12.1,0.0,1001.6,1025.0
2025-08-06T17:00:00,8.3,11.9,190.0,26.5,60,11.1,0.0,1001.9,1145.0
2025-08-06T18:00:00,7.6,15.9,195.0,22.1,81,8.5,1.0,1001.9,300.0
2025-08-06T19:00:00,7.1,15.3,196.0,22.0,82,12.5,0.6,1002.6,410.0
2025-08-06T20:00:00,6.8,11.7,188.0,21.7,84,3.3,0.1,1003.4,365.0
2025-08-06T21:00:00,6.0,10.6,186.0,21.3,87,6.0,0.3,1003.3,255.0
2025-08-06T22:00:00,5.8,11.4,190.0,20.9,89,5.0,0.1,1003.6,235.0
2025-08-06T23:00:00,6.4,11.2,191.0,20.8,89,4.4,0.0,1003.8,175.0
2025-08-07T00:00:00,6.9,10.2,180.0,20.4,89,5.5,0.0,1003.5,150.0
2025-08-07T01:00:00,7.0,9.8,172.0,20.5,87,12.5,0.6,1002.3,355.0
2025-08-07T02:00:00,7.5,8.2,171.0,20.3,83,11.4,0.1,1002.9,320.0
2025-08-07T03:00:00,8.0,8.5,172.0,20.2,82,9.7,0.1,1002.7,245.0
2025-08-07T04:00:00,8.4,9.8,177.0,19.7,83,7.9,0.1,1002.9,200.0
2025-08-07T05:00:00,9.4,17.2,192.0,20.0,82,7.4,0.0,1003.1,165.0
2025-08-07T06:00:00,11.6,25.4,207.0,21.3,79,5.7,0.0,1003.5,290.0
2025-08-07T07:00:00,9.9,23.5,192.0,22.8,72,5.2,0.0,1003.7,530.0
2025-08-07T08:00:00,7.4,16.9,179.0,24.1,66,4.9,0.0,1003.8,810.0
2025-08-07T09:00:00,6.6,9.7,171.0,25.1,60,5.1,0.0,1003.8,990.0
2025-08-07T10:00:00,7.4,6.1,167.0,26.2,56,5.6,0.0,1003.6,1165.0
2025-08-07T11:00:00,8.3,4.5,166.0,27.1,51,4.8,0.0,1003.6,1260.0
2025-08-07T12:00:00,8.6,3.9,162.0,27.7,50,4.6,0.0,1003.0,1405.0
2025-08-07T13:00:00,8.8,3.7,159.0,28.3,48,7.5,0.0,1002.6,955.0
2025-08-07T14:00:00,8.8,4.4,160.0,28.9,46,5.8,0.0,1002.1,680.0
2025-08-07T15:00:00,9.4,5.8,164.0,29.6,44,6.7,0.0,1001.6,580.0
2025-08-07T16:00:00,9.2,7.9,168.0,29.6,44,7.6,0.0,1001.2,515.0
2025-08-07T17:00:00,9.6,11.8,179.0,29.2,46,5.6,0.0,1001.2,405.0
2025-08-07T18:00:00,10.5,14.6,187.0,28.2,53,2.9,0.0,1001.3,320.0
2025-08-07T19:00:00,10.6,21.1,200.0,26.5,66,2.2,0.0,1001.5,85.0
2025-08-07T20:00:00,12.0,28.0,208.0,25.5,69,2.9,0.0,1002.0,65.0
2025-08-07T21:00:00,13.9,30.1,217.0,24.8,72,3.2,0.0,1002.3,55.0
2025-08-07T22:00:00,15.1,31.1,223.0,24.2,74,3.2,0.0,1002.5,45.0
2025-08-07T23:00:00,17.6,29.3,228.0,23.7,75,4.3,0.0,1002.7,60.0
2025-08-08T00:00:00,19.4,26.8,223.0,23.1,77,4.3,0.0,1002.8,60.0
2025-08-08T01:00:00,20.0,22.8,219.0,22.4,82,3.1,0.0,1002.6,60.0
2025-08-08T02:00:00,21.5,19.0,218.0,21.9,83,3.2,0.0,1002.5,60.0
2025-08-08T03:00:00,18.7,17.4,210.0,21.3,86,2.6,0.0,1002.4,35.0
2025-08-08T04:00:00,17.6,17.7,206.0,21.0,87,3.0,0.0,1002.6,45.0
2025-08-08T05:00:00,21.4,23.1,215.0,21.3,84,3.1,0.0,1002.9,60.0
2025-08-08T06:00:00,25.5,33.0,253.0,22.5,77,2.7,0.0,1003.2,135.0
2025-08-08T07:00:00,22.3,27.1,244.0,24.2,69,2.9,0.0,1003.6,205.0
2025-08-08T08:00:00,18.1,20.9,228.0,26.3,60,2.3,0.0,1003.8,370.0
2025-08-08T09:00:00,16.0,14.7,207.0,28.1,52,2.6,0.0,1003.9,655.0
2025-08-08T10:00:00,16.0,9.3,189.0,29.5,47,3.1,0.0,1003.6,1020.0
2025-08-08T11:00:00,16.8,5.6,186.0,30.7,43,3.4,0.0,1003.1,1195.0
2025-08-08T12:00:00,15.6,4.5,182.0,31.7,41,3.5,0.0,1002.8,1255.0
2025-08-08T13:00:00,15.1,4.4,181.0,32.1,42,3.4,0.0,1002.5,1335.0
2025-08-08T14:00:00,14.4,4.8,181.0,32.6,40,3.5,0.0,1001.9,1380.0
2025-08-08T15:00:00,13.7,6.2,182.0,32.9,39,3.9,0.0,1001.4,1365.0
2025-08-08T16:00:00,13.3,8.5,190.0,32.8,39,3.7,0.0,1001.1,1310.0
2025-08-08T17:00:00,12.6,11.7,198.0,32.3,40,3.4,0.0,1001.1,1225.0
2025-08-08T18:00:00,12.6,14.6,202.0,31.4,43,3.3,0.0,1001.2,285.0
2025-08-08T19:00:00,14.0,23.7,208.0,29.7,60,1.3,0.0,1001.5,60.0
2025-08-08T20:00:00,15.1,34.1,219.0,29.1,60,0.8,0.0,1002.1,70.0
2025-08-08T21:00:00,16.8,31.2,235.0,28.2,60,1.9,0.0,1002.4,80.0
2025-08-08T22:00:00,18.4,27.8,235.0,27.1,66,3.1,0.0,1002.6,90.0
2025-08-08T23:00:00,18.8,25.4,238.0,26.2,72,2.7,0.0,1002.7,70.0
2025-08-09T00:00:00,22.4,21.8,235.0,25.7,72,3.5,0.0,1002.4,65.0
2025-08-09T01:00:00,23.7,20.0,237.0,25.1,73,3.4,0.0,1002.3,60.0
2025-08-09T02:00:00,21.1,16.6,228.0,24.6,74,3.3,0.0,1002.2,45.0
2025-08-09T03:00:00,21.5,15.9,223.0,24.3,73,3.8,0.0,1002.0,45.0
2025-08-09T04:00:00,18.2,14.6,221.0,23.6,76,3.3,0.0,1002.1,50.0
2025-08-09T05:00:00,17.9,13.5,226.0,23.7,75,2.6,0.0,1002.4,30.0
2025-08-09T06:00:00,20.6,14.0,232.0,25.2,67,1.5,0.0,1002.8,95.0
2025-08-09T07:00:00,18.3,13.4,235.0,27.2,59,0.9,0.0,1003.2,195.0
2025-08-09T08:00:00,18.7,12.7,226.0,29.2,51,1.6,0.0,1003.4,420.0
2025-08-09T09:00:00,16.8,9.1,218.0,31.0,46,2.4,0.0,1003.4,900.0
2025-08-09T10:00:00,18.8,6.0,204.0,32.4,42,4.5,0.0,1003.2,1245.0
2025-08-09T11:00:00,17.7,3.8,196.0,33.4,39,6.3,0.0,1002.9,1365.0
2025-08-09T12:00:00,17.1,3.1,190.0,34.3,36,7.6,0.0,1002.4,1385.0
2025-08-09T13:00:00,15.8,2.9,186.0,33.8,39,7.4,0.0,1002.3,1250.0
2025-08-09T14:00:00,14.4,3.4,186.0,34.2,36,7.0,0.0,1001.9,1070.0
2025-08-09T15:00:00,13.6,4.2,188.0,34.4,32,8.0,0.0,1001.4,735.0
2025-08-09T16:00:00,12.9,5.2,185.0,34.2,30,8.1,0.0,1001.2,525.0
2025-08-09T17:00:00,12.9,7.1,197.0,33.5,31,7.0,0.0,1001.1,330.0
2025-08-09T18:00:00,14.2,11.8,213.0,32.5,36,4.0,0.0,1001.2,180.0
2025-08-09T19:00:00,15.3,22.0,218.0,31.1,54,2.2,0.0,1001.7,45.0
2025-08-09T20:00:00,16.3,28.9,220.0,30.3,52,3.4,0.0,1002.3,90.0
2025-08-09T21:00:00,15.6,26.2,224.0,29.4,56,4.0,0.0,1002.6,75.0
2025-08-09T22:00:00,16.3,25.2,234.0,28.3,64,3.6,0.0,1002.8,60.0
2025-08-09T23:00:00,16.9,29.0,233.0,27.5,69,2.9,0.0,1002.7,40.0
2025-08-10T00:00:00,17.1,27.4,236.0,27.1,68,3.2,0.0,1002.8,40.0
2025-08-10T01:00:00,18.3,23.2,239.0,26.3,73,3.9,0.0,1002.5,45.0
2025-08-10T02:00:00,18.8,19.7,230.0,25.6,79,2.2,0.0,1002.2,20.0
2025-08-10T03:00:00,16.0,15.8,222.0,25.1,81,1.3,0.0,1002.0,15.0
2025-08-10T04:00:00,16.5,13.9,218.0,24.4,85,1.9,0.0,1002.0,20.0
2025-08-10T05:00:00,17.8,13.2,224.0,24.6,84,2.0,0.0,1002.3,25.0
2025-08-10T06:00:00,19.6,12.9,234.0,26.1,75,1.2,0.0,1002.4,75.0
2025-08-10T07:00:00,19.0,9.9,239.0,28.2,65,0.7,0.0,1002.7,185.0
2025-08-10T08:00:00,19.3,9.2,238.0,30.2,55,0.4,0.0,1002.7,355.0
2025-08-10T09:00:00,20.5,7.1,235.0,32.1,48,2.2,0.0,1002.9,670.0
2025-08-10T10:00:00,19.6,5.0,219.0,33.5,43,3.8,0.0,1002.8,995.0
2025-08-10T11:00:00,19.2,4.1,213.0,34.6,40,5.0,0.0,1002.3,1085.0
2025-08-10T12:00:00,18.3,3.5,208.0,35.7,37,5.8,0.0,1001.9,1155.0
2025-08-10T13:00:00,17.1,3.4,207.0,35.6,38,6.9,0.0,1001.3,1150.0
2025-08-10T14:00:00,15.8,3.5,200.0,35.9,37,7.2,0.0,1000.7,1065.0
2025-08-10T15:00:00,14.7,3.9,188.0,35.8,35,8.3,0.0,1000.2,690.0
2025-08-10T16:00:00,13.3,5.1,185.0,35.3,36,9.4,0.0,999.8,530.0
2025-08-10T17:00:00,13.8,7.0,190.0,34.2,42,7.7,0.0,999.8,435.0
2025-08-10T18:00:00,14.5,9.8,211.0,33.0,50,3.8,0.0,999.6,245.0
2025-08-10T19:00:00,15.7,15.4,222.0,31.3,59,3.4,0.0,1000.0,65.0
2025-08-10T20:00:00,16.2,20.2,227.0,30.3,62,4.1,0.0,1000.5,55.0
2025-08-10T21:00:00,16.6,20.1,227.0,29.3,65,4.9,0.0,1000.9,60.0
2025-08-10T22:00:00,16.7,19.1,224.0,28.5,66,4.7,0.0,1001.0,50.0
2025-08-10T23:00:00,16.9,16.5,224.0,28.3,63,5.2,0.0,1001.2,60.0
2025-08-11T00:00:00,17.2,12.5,225.0,28.0,62,6.1,0.0,1001.1,80.0
2025-08-11T01:00:00,17.9,10.8,226.0,26.4,74,4.0,0.0,1000.8,55.0
2025-08-11T02:00:00,18.2,9.3,221.0,26.0,76,3.5,0.0,1000.8,45.0
2025-08-11T03:00:00,17.1,8.7,213.0,25.7,77,4.0,0.0,1000.9,60.0
2025-08-11T04:00:00,16.7,9.4,211.0,25.2,78,4.1,0.0,1001.0,55.0
2025-08-11T05:00:00,16.7,14.1,208.0,25.3,76,3.9,0.0,1001.3,45.0
2025-08-11T06:00:00,17.6,22.0,236.0,26.9,68,5.0,0.0,1001.5,65.0
2025-08-11T07:00:00,14.6,19.5,223.0,29.1,58,4.8,0.0,1002.0,755.0
2025-08-11T08:00:00,13.4,10.0,194.0,30.1,48,10.2,0.0,1002.3,845.0
2025-08-11T09:00:00,13.7,5.7,183.0,31.5,43,11.7,0.0,1002.6,965.0
2025-08-11T10:00:00,14.3,3.8,182.0,32.6,42,11.8,0.0,1002.3,1045.0
2025-08-11T11:00:00,14.6,3.2,183.0,33.6,39,10.8,0.0,1001.9,1235.0
2025-08-11T12:00:00,14.3,3.2,184.0,34.4,36,10.3,0.0,1001.4,1325.0
2025-08-11T13:00:00,14.5,3.3,183.0,34.5,36,10.0,0.0,1000.9,1300.0
2025-08-11T14:00:00,14.3,3.7,182.0,34.6,36,10.1,0.0,1000.3,1210.0
2025-08-11T15:00:00,14.1,4.5,182.0,34.5,36,10.1,0.0,999.8,1190.0
2025-08-11T16:00:00,14.1,6.1,184.0,34.0,38,9.0,0.0,999.4,1120.0
2025-08-11T17:00:00,13.6,8.8,184.0,33.3,40,8.4,0.0,999.3,1055.0
2025-08-11T18:00:00,13.4,11.0,189.0,32.0,47,5.4,0.0,999.1,325.0
2025-08-11T19:00:00,13.6,12.0,192.0,30.1,56,5.2,0.0,999.3,135.0
2025-08-11T20:00:00,14.1,15.8,195.0,29.1,59,6.3,0.0,999.8,110.0
2025-08-11T21:00:00,14.7,18.9,202.0,28.3,62,6.7,0.0,1000.0,120.0
2025-08-11T22:00:00,14.8,17.4,198.0,27.7,64,6.5,0.0,1000.3,135.0
2025-08-11T23:00:00,14.8,12.8,191.0,27.0,65,7.1,0.0,1000.5,160.0
2025-08-12T00:00:00,14.4,10.1,185.0,26.4,65,6.6,0.0,1000.5,145.0
2025-08-12T01:00:00,14.7,10.1,184.0,26.1,67,6.4,0.0,1000.1,145.0
2025-08-12T02:00:00,14.9,10.1,184.0,25.6,69,6.2,0.0,1000.2,140.0
2025-08-12T03:00:00,15.5,9.7,186.0,25.1,69,7.0,0.0,1000.0,140.0
2025-08-12T04:00:00,16.4,11.0,190.0,24.7,70,6.6,0.0,1000.1,130.0
2025-08-12T05:00:00,14.5,18.5,202.0,24.7,70,6.7,0.0,1000.3,145.0
2025-08-12T06:00:00,15.8,27.2,235.0,25.9,66,5.9,0.0,1000.5,215.0
2025-08-12T07:00:00,15.1,23.0,215.0,27.3,59,5.3,0.0,1000.8,310.0
2025-08-12T08:00:00,13.0,13.7,195.0,28.8,53,4.9,0.0,1001.0,435.0
2025-08-12T09:00:00,12.7,8.1,185.0,30.3,48,5.1,0.0,1001.1,595.0
2025-08-12T10:00:00,13.0,5.1,183.0,31.6,44,5.6,0.0,1000.8,940.0
2025-08-12T11:00:00,12.9,3.7,181.0,32.7,41,6.5,0.0,1000.2,1135.0
2025-08-12T12:00:00,12.8,3.4,178.0,33.5,39,7.8,0.0,999.8,1180.0
2025-08-12T13:00:00,12.9,3.5,177.0,33.7,43,6.8,0.0,999.2,1170.0
2025-08-12T14:00:00,13.0,3.8,178.0,34.0,43,9.0,0.0,998.7,1285.0
2025-08-12T15:00:00,13.1,5.1,178.0,33.7,44,10.0,0.0,998.5,1080.0
2025-08-12T16:00:00,12.6,6.6,181.0,33.2,45,9.8,0.0,998.5,895.0
2025-08-12T17:00:00,12.1,10.4,185.0,32.8,46,6.6,0.0,998.4,795.0
2025-08-12T18:00:00,14.0,13.6,187.0,31.8,57,2.6,0.0,998.5,280.0
2025-08-12T19:00:00,13.9,21.8,198.0,30.7,56,5.2,0.0,998.8,175.0
2025-08-12T20:00:00,14.5,24.7,204.0,29.7,60,4.8,0.0,999.2,115.0
2025-08-12T21:00:00,15.5,21.2,208.0,29.0,62,5.2,0.0,999.5,140.0
2025-08-12T22:00:00,15.5,20.3,211.0,28.2,65,4.9,0.0,999.5,115.0
2025-08-12T23:00:00,15.0,18.9,206.0,27.5,67,4.7,0.0,999.7,100.0
2025-08-13T00:00:00,15.1,15.5,205.0,27.0,67,6.1,0.0,999.7,125.0
2025-08-13T01:00:00,15.4,15.0,200.0,26.1,71,5.4,0.0,999.5,165.0
2025-08-13T02:00:00,17.4,13.1,203.0,25.6,72,5.0,0.0,999.4,135.0
